PLOT_BID,CROSS_GROUP,BREEDER_CODE,SOURCE,PEDIGREE,ORIGIN,CROSS_NAME,BARCODE,EL,FMATR,LNTH,MIC,SFC,STRN,UNIF,PLOT_BID1,SCW,LINT,FSW,LP,TRUN_OUT,BSW
P00000000879546259124601,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124601,,,,,,,,,,,,,,
P00000000879546259124602,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124602,,,,,,,,,,,,,,
P00000000879546259124603,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124603,,,,,,,,,,,,,,
P00000000879546259124604,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124604,,,,,,,,,,,,,,
P00000000879546259124605,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124605,,,,,,,,,,,,,,
P00000000879546259124606,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124606,,,,,,,,,,,,,,
P00000000879546259124607,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124607,,,,,,,,,,,,,,
P00000000879546259124608,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124608,,,,,,,,,,,,,,
P00000000879546259124609,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124609,,,,,,,,,,,,,,
P00000000879546259124610,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124610,,,,,,,,,,,,,,
P00000000879546259124611,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124611,,,,,,,,,,,,,,
P00000000879546259124612,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124612,,,,,,,,,,,,,,
P00000000879546259124613,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124613,,,,,,,,,,,,,,
P00000000879546259124614,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124614,,,,,,,,,,,,,,
P00000000879546259124615,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124615,,,,,,,,,,,,,,
P00000000879546259124616,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124616,,,,,,,,,,,,,,
P00000000879546259124617,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124617,,,,,,,,,,,,,,
P00000000879546259124618,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124618,,,,,,,,,,,,,,
P00000000879546259124619,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124619,,,,,,,,,,,,,,
P00000000879546259124620,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124620,,,,,,,,,,,,,,
P00000000879546259124621,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124621,,,,,,,,,,,,,,
P00000000879546259124622,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124622,,,,,,,,,,,,,,
P00000000879546259124623,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124623,,,,,,,,,,,,,,
P00000000879546259124624,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124624,,,,,,,,,,,,,,
P00000000879546259124625,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124625,,,,,,,,,,,,,,
P00000000879546259124626,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124626,,,,,,,,,,,,,,
P00000000879546259124627,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124627,,,,,,,,,,,,,,
P00000000879546259124628,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124628,,,,,,,,,,,,,,
P00000000879546259124629,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124629,,,,,,,,,,,,,,
P00000000879546259124630,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124630,,,,,,,,,,,,,,
P00000000879546259124631,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124631,,,,,,,,,,,,,,
P00000000879546259124632,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124632,,,,,,,,,,,,,,
P00000000879546259124633,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124633,,,,,,,,,,,,,,
P00000000879546259124634,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124634,,,,,,,,,,,,,,
P00000000879546259124635,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124635,,,,,,,,,,,,,,
P00000000879546259124636,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124636,,,,,,,,,,,,,,
P00000000879546259124637,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124637,,,,,,,,,,,,,,
P00000000879546259124638,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124638,,,,,,,,,,,,,,
P00000000879546259124639,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124639,,,,,,,,,,,,,,
P00000000879546259124640,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124640,,,,,,,,,,,,,,
P00000000879546259124641,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124641,,,,,,,,,,,,,,
P00000000879546259124642,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124642,,,,,,,,,,,,,,
P00000000879546259124643,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124643,,,,,,,,,,,,,,
P00000000879546259124644,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124644,,,,,,,,,,,,,,
P00000000879546259124645,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124645,,,,,,,,,,,,,,
P00000000879546259124646,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124646,,,,,,,,,,,,,,
P00000000879546259124647,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124647,,,,,,,,,,,,,,
P00000000879546259124648,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124648,,,,,,,,,,,,,,
P00000000879546259124649,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124649,,,,,,,,,,,,,,
P00000000879546259124650,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124650,,,,,,,,,,,,,,
P00000000879546259124651,G13N024,G,14 04 EY CG GCBAGH-PELON_00051_00017_1_1_$,EY_10Y0449/09V052:[&18].@a-@$@$,10Y0449/09V052,G13N024,P00000000879546259124651,,,,,,,,,,,,,,
P00000000879546259124652,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124652,,,,,,,,,,,,,,
P00000000879546259124653,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124653,,,,,,,,,,,,,,
P00000000879546259124654,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124654,,,,,,,,,,,,,,
P00000000879546259124655,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124655,,,,,,,,,,,,,,
P00000000879546259124656,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124656,,,,,,,,,,,,,,
P00000000879546259124657,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124657,,,,,,,,,,,,,,
P00000000879546259124658,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124658,,,,,,,,,,,,,,
P00000000879546259124659,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124659,,,,,,,,,,,,,,
P00000000879546259124660,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124660,,,,,,,,,,,,,,
P00000000879546259124661,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124661,,,,,,,,,,,,,,
P00000000879546259124662,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124662,,,,,,,,,,,,,,
P00000000879546259124663,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124663,,,,,,,,,,,,,,
P00000000879546259124664,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124664,,,,,,,,,,,,,,
P00000000879546259124665,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124665,,,,,,,,,,,,,,
P00000000879546259124666,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124666,,,,,,,,,,,,,,
P00000000879546259124667,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124667,,,,,,,,,,,,,,
P00000000879546259124668,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124668,,,,,,,,,,,,,,
P00000000879546259124669,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124669,,,,,,,,,,,,,,
P00000000879546259124670,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124670,,,,,,,,,,,,,,
P00000000879546259124671,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124671,,,,,,,,,,,,,,
P00000000879546259124672,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124672,,,,,,,,,,,,,,
P00000000879546259124673,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124673,,,,,,,,,,,,,,
P00000000879546259124674,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124674,,,,,,,,,,,,,,
P00000000879546259124675,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124675,,,,,,,,,,,,,,
P00000000879546259124676,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124676,,,,,,,,,,,,,,
P00000000879546259124677,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124677,,,,,,,,,,,,,,
P00000000879546259124678,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124678,,,,,,,,,,,,,,
P00000000879546259124679,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124679,,,,,,,,,,,,,,
P00000000879546259124680,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124680,,,,,,,,,,,,,,
P00000000879546259124681,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124681,,,,,,,,,,,,,,
P00000000879546259124682,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124682,,,,,,,,,,,,,,
P00000000879546259124683,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124683,,,,,,,,,,,,,,
P00000000879546259124684,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124684,,,,,,,,,,,,,,
P00000000879546259124685,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124685,,,,,,,,,,,,,,
P00000000879546259124686,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124686,,,,,,,,,,,,,,
P00000000879546259124687,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124687,,,,,,,,,,,,,,
P00000000879546259124688,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124688,,,,,,,,,,,,,,
P00000000879546259124689,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124689,,,,,,,,,,,,,,
P00000000879546259124690,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124690,,,,,,,,,,,,,,
P00000000879546259124691,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124691,,,,,,,,,,,,,,
P00000000879546259124692,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124692,,,,,,,,,,,,,,
P00000000879546259124693,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124693,,,,,,,,,,,,,,
P00000000879546259124694,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124694,,,,,,,,,,,,,,
P00000000879546259124695,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124695,,,,,,,,,,,,,,
P00000000879546259124696,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124696,,,,,,,,,,,,,,
P00000000879546259124697,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124697,,,,,,,,,,,,,,
P00000000879546259124698,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124698,,,,,,,,,,,,,,
P00000000879546259124699,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124699,,,,,,,,,,,,,,
P00000000879546259124700,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124700,,,,,,,,,,,,,,
P00000000879546259124701,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124701,,,,,,,,,,,,,,
P00000000879546259124702,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124702,,,,,,,,,,,,,,
P00000000879546259124703,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124703,,,,,,,,,,,,,,
P00000000879546259124704,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124704,,,,,,,,,,,,,,
P00000000879546259124705,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124705,,,,,,,,,,,,,,
P00000000879546259124706,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124706,,,,,,,,,,,,,,
P00000000879546259124707,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124707,,,,,,,,,,,,,,
P00000000879546259124708,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124708,,,,,,,,,,,,,,
P00000000879546259124709,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124709,,,,,,,,,,,,,,
P00000000879546259124710,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124710,,,,,,,,,,,,,,
P00000000879546259124711,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124711,,,,,,,,,,,,,,
P00000000879546259124712,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124712,,,,,,,,,,,,,,
P00000000879546259124713,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124713,,,,,,,,,,,,,,
P00000000879546259124714,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124714,,,,,,,,,,,,,,
P00000000879546259124715,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124715,,,,,,,,,,,,,,
P00000000879546259124716,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124716,,,,,,,,,,,,,,
P00000000879546259124717,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124717,,,,,,,,,,,,,,
P00000000879546259124718,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124718,,,,,,,,,,,,,,
P00000000879546259124719,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124719,,,,,,,,,,,,,,
P00000000879546259124720,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124720,,,,,,,,,,,,,,
P00000000879546259124721,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124721,,,,,,,,,,,,,,
